Number,Frame #,isReplay,Camera Angle,Condensed Views,IsTrackView,isRace,,Connor,Eric,Brendon,JD,,,,,,,,
374500,frame_374500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374550,frame_374550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374600,frame_374600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374650,frame_374650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374700,frame_374700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374750,frame_374750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374800,frame_374800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374850,frame_374850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374900,frame_374900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
374950,frame_374950,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375000,frame_375000,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375050,frame_375050,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375100,frame_375100,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375150,frame_375150,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375200,frame_375200,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375250,frame_375250,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375300,frame_375300,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375350,frame_375350,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375400,frame_375400,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375450,frame_375450,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375500,frame_375500,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375550,frame_375550,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375600,frame_375600,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375650,frame_375650,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375700,frame_375700,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375750,frame_375750,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375800,frame_375800,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375850,frame_375850,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375900,frame_375900,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
375950,frame_375950,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376000,frame_376000,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376050,frame_376050,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376100,frame_376100,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376150,frame_376150,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376200,frame_376200,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376250,frame_376250,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376300,frame_376300,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376350,frame_376350,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376400,frame_376400,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376450,frame_376450,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376500,frame_376500,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376550,frame_376550,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376600,frame_376600,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376650,frame_376650,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376700,frame_376700,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376750,frame_376750,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376800,frame_376800,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376850,frame_376850,FALSE,IsOnCarRearView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
376900,frame_376900,FALSE,,,FALSE,,,,,,,,,,,,,,
376950,frame_376950,FALSE,,,FALSE,,,,,,,,,,,,,,
377000,frame_377000,FALSE,,,FALSE,,,,,,,,,,,,,,
377050,frame_377050,FALSE,,,FALSE,,,,,,,,,,,,,,
377100,frame_377100,FALSE,,,FALSE,,,,,,,,,,,,,,
377150,frame_377150,FALSE,,,FALSE,,,,,,,,,,,,,,
377200,frame_377200,FALSE,,,FALSE,,,,,,,,,,,,,,
377250,frame_377250,FALSE,,,FALSE,,,,,,,,,,,,,,
377300,frame_377300,FALSE,,,FALSE,,,,,,,,,,,,,,
377350,frame_377350,FALSE,,,FALSE,,,,,,,,,,,,,,
377400,frame_377400,FALSE,,,FALSE,,,,,,,,,,,,,,
377450,frame_377450,FALSE,,,FALSE,,,,,,,,,,,,,,
377500,frame_377500,FALSE,,,FALSE,,,,,,,,,,,,,,
377550,frame_377550,FALSE,,,FALSE,,,,,,,,,,,,,,
377600,frame_377600,FALSE,,,FALSE,,,,,,,,,,,,,,
377650,frame_377650,FALSE,,,FALSE,,,,,,,,,,,,,,
377700,frame_377700,FALSE,,,FALSE,,,,,,,,,,,,,,
377750,frame_377750,FALSE,,,FALSE,,,,,,,,,,,,,,
377800,frame_377800,FALSE,,,FALSE,,,,,,,,,,,,,,
377850,frame_377850,FALSE,,,FALSE,,,,,,,,,,,,,,
377900,frame_377900,FALSE,,,FALSE,,,,,,,,,,,,,,
377950,frame_377950,FALSE,,,FALSE,,,,,,,,,,,,,,
378000,frame_378000,FALSE,,,FALSE,,,,,,,,,,,,,,
378050,frame_378050,FALSE,,,FALSE,,,,,,,,,,,,,,
378100,frame_378100,FALSE,,,FALSE,,,,,,,,,,,,,,
378150,frame_378150,FALSE,,,FALSE,,,,,,,,,,,,,,
378200,frame_378200,FALSE,,,FALSE,,,,,,,,,,,,,,
378250,frame_378250,FALSE,,,FALSE,,,,,,,,,,,,,,
378300,frame_378300,FALSE,,,FALSE,,,,,,,,,,,,,,
378350,frame_378350,FALSE,,,FALSE,,,,,,,,,,,,,,
378400,frame_378400,FALSE,,,FALSE,,,,,,,,,,,,,,
378450,frame_378450,FALSE,,,FALSE,,,,,,,,,,,,,,
378500,frame_378500,FALSE,,,FALSE,,,,,,,,,,,,,,
378550,frame_378550,FALSE,,,FALSE,,,,,,,,,,,,,,
378600,frame_378600,FALSE,,,FALSE,,,,,,,,,,,,,,
378650,frame_378650,FALSE,,,FALSE,,,,,,,,,,,,,,
378700,frame_378700,FALSE,,,FALSE,,,,,,,,,,,,,,
378750,frame_378750,FALSE,,,FALSE,,,,,,,,,,,,,,
378800,frame_378800,FALSE,,,FALSE,,,,,,,,,,,,,,
378850,frame_378850,FALSE,,,FALSE,,,,,,,,,,,,,,
378900,frame_378900,FALSE,,,FALSE,,,,,,,,,,,,,,
378950,frame_378950,FALSE,,,FALSE,,,,,,,,,,,,,,
379000,frame_379000,FALSE,,,FALSE,,,,,,,,,,,,,,
379050,frame_379050,FALSE,,,FALSE,,,,,,,,,,,,,,
379100,frame_379100,FALSE,,,FALSE,,,,,,,,,,,,,,
379150,frame_379150,FALSE,,,FALSE,,,,,,,,,,,,,,
379200,frame_379200,FALSE,,,FALSE,,,,,,,,,,,,,,
379250,frame_379250,FALSE,,,FALSE,,,,,,,,,,,,,,
379300,frame_379300,FALSE,,,FALSE,,,,,,,,,,,,,,
379350,frame_379350,FALSE,,,FALSE,,,,,,,,,,,,,,
379400,frame_379400,FALSE,,,FALSE,,,,,,,,,,,,,,
379450,frame_379450,FALSE,,,FALSE,,,,,,,,,,,,,,
379500,frame_379500,FALSE,,,FALSE,,,,,,,,,,,,,,
379550,frame_379550,FALSE,,,FALSE,,,,,,,,,,,,,,
379600,frame_379600,FALSE,,,FALSE,,,,,,,,,,,,,,
379650,frame_379650,FALSE,,,FALSE,,,,,,,,,,,,,,
379700,frame_379700,FALSE,,,FALSE,,,,,,,,,,,,,,
379750,frame_379750,FALSE,,,FALSE,,,,,,,,,,,,,,
379800,frame_379800,FALSE,,,FALSE,,,,,,,,,,,,,,
379850,frame_379850,FALSE,,,FALSE,,,,,,,,,,,,,,
379900,frame_379900,FALSE,,,FALSE,,,,,,,,,,,,,,
379950,frame_379950,FALSE,,,FALSE,,,,,,,,,,,,,,
380000,frame_380000,FALSE,,,FALSE,,,,,,,,,,,,,,
380050,frame_380050,FALSE,,,FALSE,,,,,,,,,,,,,,
380100,frame_380100,FALSE,,,FALSE,,,,,,,,,,,,,,
380150,frame_380150,FALSE,,,FALSE,,,,,,,,,,,,,,
380200,frame_380200,FALSE,,,FALSE,,,,,,,,,,,,,,
380250,frame_380250,FALSE,,,FALSE,,,,,,,,,,,,,,
380300,frame_380300,FALSE,,,FALSE,,,,,,,,,,,,,,
380350,frame_380350,FALSE,,,FALSE,,,,,,,,,,,,,,
380400,frame_380400,FALSE,,,FALSE,,,,,,,,,,,,,,
380450,frame_380450,FALSE,,,FALSE,,,,,,,,,,,,,,
380500,frame_380500,FALSE,,,FALSE,,,,,,,,,,,,,,
380550,frame_380550,FALSE,,,FALSE,,,,,,,,,,,,,,
380600,frame_380600,FALSE,,,FALSE,,,,,,,,,,,,,,
380650,frame_380650,FALSE,,,FALSE,,,,,,,,,,,,,,
380700,frame_380700,FALSE,,,FALSE,,,,,,,,,,,,,,
380750,frame_380750,FALSE,,,FALSE,,,,,,,,,,,,,,
380800,frame_380800,FALSE,,,FALSE,,,,,,,,,,,,,,
380850,frame_380850,FALSE,,,FALSE,,,,,,,,,,,,,,
380900,frame_380900,FALSE,,,FALSE,,,,,,,,,,,,,,
380950,frame_380950,FALSE,,,FALSE,,,,,,,,,,,,,,
381000,frame_381000,FALSE,,,FALSE,,,,,,,,,,,,,,
381050,frame_381050,FALSE,,,FALSE,,,,,,,,,,,,,,
381100,frame_381100,FALSE,,,FALSE,,,,,,,,,,,,,,
381150,frame_381150,FALSE,,,FALSE,,,,,,,,,,,,,,
381200,frame_381200,FALSE,,,FALSE,,,,,,,,,,,,,,
381250,frame_381250,FALSE,,,FALSE,,,,,,,,,,,,,,
381300,frame_381300,FALSE,,,FALSE,,,,,,,,,,,,,,
381350,frame_381350,FALSE,,,FALSE,,,,,,,,,,,,,,
381400,frame_381400,FALSE,,,FALSE,,,,,,,,,,,,,,
381450,frame_381450,FALSE,,,FALSE,,,,,,,,,,,,,,
381500,frame_381500,FALSE,,,FALSE,,,,,,,,,,,,,,
381550,frame_381550,FALSE,,,FALSE,,,,,,,,,,,,,,
381600,frame_381600,FALSE,,,FALSE,,,,,,,,,,,,,,
381650,frame_381650,FALSE,,,FALSE,,,,,,,,,,,,,,
381700,frame_381700,FALSE,,,FALSE,,,,,,,,,,,,,,
381750,frame_381750,FALSE,,,FALSE,,,,,,,,,,,,,,
381800,frame_381800,FALSE,,,FALSE,,,,,,,,,,,,,,
381850,frame_381850,FALSE,,,FALSE,,,,,,,,,,,,,,
381900,frame_381900,FALSE,,,FALSE,,,,,,,,,,,,,,
381950,frame_381950,FALSE,,,FALSE,,,,,,,,,,,,,,
382000,frame_382000,FALSE,,,FALSE,,,,,,,,,,,,,,
382050,frame_382050,FALSE,,,FALSE,,,,,,,,,,,,,,
382100,frame_382100,FALSE,,,FALSE,,,,,,,,,,,,,,
382150,frame_382150,FALSE,,,FALSE,,,,,,,,,,,,,,
382200,frame_382200,FALSE,,,FALSE,,,,,,,,,,,,,,
382250,frame_382250,FALSE,,,FALSE,,,,,,,,,,,,,,
382300,frame_382300,FALSE,,,FALSE,,,,,,,,,,,,,,
382350,frame_382350,FALSE,,,FALSE,,,,,,,,,,,,,,
382400,frame_382400,FALSE,,,FALSE,,,,,,,,,,,,,,
382450,frame_382450,FALSE,,,FALSE,,,,,,,,,,,,,,
382500,frame_382500,FALSE,,,FALSE,,,,,,,,,,,,,,
382550,frame_382550,FALSE,,,FALSE,,,,,,,,,,,,,,
382600,frame_382600,FALSE,,,FALSE,,,,,,,,,,,,,,
382650,frame_382650,FALSE,,,FALSE,,,,,,,,,,,,,,
382700,frame_382700,FALSE,,,FALSE,,,,,,,,,,,,,,
382750,frame_382750,FALSE,,,FALSE,,,,,,,,,,,,,,
382800,frame_382800,FALSE,,,FALSE,,,,,,,,,,,,,,
382850,frame_382850,FALSE,,,FALSE,,,,,,,,,,,,,,
382900,frame_382900,FALSE,,,FALSE,,,,,,,,,,,,,,
382950,frame_382950,FALSE,,,FALSE,,,,,,,,,,,,,,
383000,frame_383000,FALSE,,,FALSE,,,,,,,,,,,,,,
383050,frame_383050,FALSE,,,FALSE,,,,,,,,,,,,,,
383100,frame_383100,FALSE,,,FALSE,,,,,,,,,,,,,,
383150,frame_383150,FALSE,,,FALSE,,,,,,,,,,,,,,
383200,frame_383200,FALSE,,,FALSE,,,,,,,,,,,,,,
383250,frame_383250,FALSE,,,FALSE,,,,,,,,,,,,,,
383300,frame_383300,FALSE,,,FALSE,,,,,,,,,,,,,,
383350,frame_383350,FALSE,,,FALSE,,,,,,,,,,,,,,
383400,frame_383400,FALSE,,,FALSE,,,,,,,,,,,,,,
383450,frame_383450,FALSE,,,FALSE,,,,,,,,,,,,,,
383500,frame_383500,FALSE,,,FALSE,,,,,,,,,,,,,,
383550,frame_383550,FALSE,,,FALSE,,,,,,,,,,,,,,
383600,frame_383600,FALSE,,,FALSE,,,,,,,,,,,,,,
383650,frame_383650,FALSE,,,FALSE,,,,,,,,,,,,,,
383700,frame_383700,FALSE,,,FALSE,,,,,,,,,,,,,,
383750,frame_383750,FALSE,,,FALSE,,,,,,,,,,,,,,
383800,frame_383800,FALSE,,,FALSE,,,,,,,,,,,,,,
383850,frame_383850,FALSE,,,FALSE,,,,,,,,,,,,,,
383900,frame_383900,FALSE,,,FALSE,,,,,,,,,,,,,,
383950,frame_383950,FALSE,,,FALSE,,,,,,,,,,,,,,
384000,frame_384000,FALSE,,,FALSE,,,,,,,,,,,,,,
384050,frame_384050,FALSE,,,FALSE,,,,,,,,,,,,,,
384100,frame_384100,FALSE,,,FALSE,,,,,,,,,,,,,,
384150,frame_384150,FALSE,,,FALSE,,,,,,,,,,,,,,
384200,frame_384200,FALSE,,,FALSE,,,,,,,,,,,,,,
384250,frame_384250,FALSE,,,FALSE,,,,,,,,,,,,,,
384300,frame_384300,FALSE,,,FALSE,,,,,,,,,,,,,,
384350,frame_384350,FALSE,,,FALSE,,,,,,,,,,,,,,
384400,frame_384400,FALSE,,,FALSE,,,,,,,,,,,,,,
384450,frame_384450,FALSE,,,FALSE,,,,,,,,,,,,,,
384500,frame_384500,FALSE,,,FALSE,,,,,,,,,,,,,,
384550,frame_384550,FALSE,,,FALSE,,,,,,,,,,,,,,
384600,frame_384600,FALSE,,,FALSE,,,,,,,,,,,,,,
384650,frame_384650,FALSE,,,FALSE,,,,,,,,,,,,,,
384700,frame_384700,FALSE,,,FALSE,,,,,,,,,,,,,,
384750,frame_384750,FALSE,,,FALSE,,,,,,,,,,,,,,
384800,frame_384800,FALSE,,,FALSE,,,,,,,,,,,,,,
384850,frame_384850,FALSE,,,FALSE,,,,,,,,,,,,,,
384900,frame_384900,FALSE,,,FALSE,,,,,,,,,,,,,,
384950,frame_384950,FALSE,,,FALSE,,,,,,,,,,,,,,
385000,frame_385000,FALSE,,,FALSE,,,,,,,,,,,,,,
385050,frame_385050,FALSE,,,FALSE,,,,,,,,,,,,,,
385100,frame_385100,FALSE,,,FALSE,,,,,,,,,,,,,,
385150,frame_385150,FALSE,,,FALSE,,,,,,,,,,,,,,
385200,frame_385200,FALSE,,,FALSE,,,,,,,,,,,,,,
385250,frame_385250,FALSE,,,FALSE,,,,,,,,,,,,,,
385300,frame_385300,FALSE,,,FALSE,,,,,,,,,,,,,,
385350,frame_385350,FALSE,,,FALSE,,,,,,,,,,,,,,
385400,frame_385400,FALSE,,,FALSE,,,,,,,,,,,,,,
385450,frame_385450,FALSE,,,FALSE,,,,,,,,,,,,,,
385500,frame_385500,FALSE,,,FALSE,,,,,,,,,,,,,,
385550,frame_385550,FALSE,,,FALSE,,,,,,,,,,,,,,
385600,frame_385600,FALSE,,,FALSE,,,,,,,,,,,,,,
385650,frame_385650,FALSE,,,FALSE,,,,,,,,,,,,,,
385700,frame_385700,FALSE,,,FALSE,,,,,,,,,,,,,,
385750,frame_385750,FALSE,,,FALSE,,,,,,,,,,,,,,
385800,frame_385800,FALSE,,,FALSE,,,,,,,,,,,,,,
385850,frame_385850,FALSE,,,FALSE,,,,,,,,,,,,,,
385900,frame_385900,FALSE,,,FALSE,,,,,,,,,,,,,,
385950,frame_385950,FALSE,,,FALSE,,,,,,,,,,,,,,
386000,frame_386000,FALSE,,,FALSE,,,,,,,,,,,,,,
386050,frame_386050,FALSE,,,FALSE,,,,,,,,,,,,,,
386100,frame_386100,FALSE,,,FALSE,,,,,,,,,,,,,,
386150,frame_386150,FALSE,,,FALSE,,,,,,,,,,,,,,
386200,frame_386200,FALSE,,,FALSE,,,,,,,,,,,,,,
386250,frame_386250,FALSE,,,FALSE,,,,,,,,,,,,,,
386300,frame_386300,FALSE,,,FALSE,,,,,,,,,,,,,,
386350,frame_386350,FALSE,,,FALSE,,,,,,,,,,,,,,
386400,frame_386400,FALSE,,,FALSE,,,,,,,,,,,,,,
386450,frame_386450,FALSE,,,FALSE,,,,,,,,,,,,,,
386500,frame_386500,FALSE,,,FALSE,,,,,,,,,,,,,,
386550,frame_386550,FALSE,,,FALSE,,,,,,,,,,,,,,
386600,frame_386600,FALSE,,,FALSE,,,,,,,,,,,,,,
386650,frame_386650,FALSE,,,FALSE,,,,,,,,,,,,,,
386700,frame_386700,FALSE,,,FALSE,,,,,,,,,,,,,,
386750,frame_386750,FALSE,,,FALSE,,,,,,,,,,,,,,
386800,frame_386800,FALSE,,,FALSE,,,,,,,,,,,,,,
386850,frame_386850,FALSE,,,FALSE,,,,,,,,,,,,,,
386900,frame_386900,FALSE,,,FALSE,,,,,,,,,,,,,,
386950,frame_386950,FALSE,,,FALSE,,,,,,,,,,,,,,
387000,frame_387000,FALSE,,,FALSE,,,,,,,,,,,,,,
387050,frame_387050,FALSE,,,FALSE,,,,,,,,,,,,,,
387100,frame_387100,FALSE,,,FALSE,,,,,,,,,,,,,,
387150,frame_387150,FALSE,,,FALSE,,,,,,,,,,,,,,
387200,frame_387200,FALSE,,,FALSE,,,,,,,,,,,,,,
387250,frame_387250,FALSE,,,FALSE,,,,,,,,,,,,,,
387300,frame_387300,FALSE,,,FALSE,,,,,,,,,,,,,,
387350,frame_387350,FALSE,,,FALSE,,,,,,,,,,,,,,
387400,frame_387400,FALSE,,,FALSE,,,,,,,,,,,,,,
387450,frame_387450,FALSE,,,FALSE,,,,,,,,,,,,,,
387500,frame_387500,FALSE,,,FALSE,,,,,,,,,,,,,,
387550,frame_387550,FALSE,,,FALSE,,,,,,,,,,,,,,
387600,frame_387600,FALSE,,,FALSE,,,,,,,,,,,,,,
387650,frame_387650,FALSE,,,FALSE,,,,,,,,,,,,,,
387700,frame_387700,FALSE,,,FALSE,,,,,,,,,,,,,,
387750,frame_387750,FALSE,,,FALSE,,,,,,,,,,,,,,
387800,frame_387800,FALSE,,,FALSE,,,,,,,,,,,,,,
387850,frame_387850,FALSE,,,FALSE,,,,,,,,,,,,,,
387900,frame_387900,FALSE,,,FALSE,,,,,,,,,,,,,,
387950,frame_387950,FALSE,,,FALSE,,,,,,,,,,,,,,
388000,frame_388000,FALSE,,,FALSE,,,,,,,,,,,,,,
388050,frame_388050,FALSE,,,FALSE,,,,,,,,,,,,,,
388100,frame_388100,FALSE,,,FALSE,,,,,,,,,,,,,,
388150,frame_388150,FALSE,,,FALSE,,,,,,,,,,,,,,
388200,frame_388200,FALSE,,,FALSE,,,,,,,,,,,,,,
388250,frame_388250,FALSE,,,FALSE,,,,,,,,,,,,,,
388300,frame_388300,FALSE,,,FALSE,,,,,,,,,,,,,,
388350,frame_388350,FALSE,,,FALSE,,,,,,,,,,,,,,
388400,frame_388400,FALSE,,,FALSE,,,,,,,,,,,,,,
388450,frame_388450,FALSE,,,FALSE,,,,,,,,,,,,,,
388500,frame_388500,FALSE,,,FALSE,,,,,,,,,,,,,,
388550,frame_388550,FALSE,,,FALSE,,,,,,,,,,,,,,
388600,frame_388600,FALSE,,,FALSE,,,,,,,,,,,,,,
388650,frame_388650,FALSE,,,FALSE,,,,,,,,,,,,,,
388700,frame_388700,FALSE,,,FALSE,,,,,,,,,,,,,,
388750,frame_388750,FALSE,,,FALSE,,,,,,,,,,,,,,
388800,frame_388800,FALSE,,,FALSE,,,,,,,,,,,,,,
388850,frame_388850,FALSE,,,FALSE,,,,,,,,,,,,,,
388900,frame_388900,FALSE,,,FALSE,,,,,,,,,,,,,,
388950,frame_388950,FALSE,,,FALSE,,,,,,,,,,,,,,
389000,frame_389000,FALSE,,,FALSE,,,,,,,,,,,,,,
389050,frame_389050,FALSE,,,FALSE,,,,,,,,,,,,,,
389100,frame_389100,FALSE,,,FALSE,,,,,,,,,,,,,,
389150,frame_389150,FALSE,,,FALSE,,,,,,,,,,,,,,
389200,frame_389200,FALSE,,,FALSE,,,,,,,,,,,,,,
389250,frame_389250,FALSE,,,FALSE,,,,,,,,,,,,,,
389300,frame_389300,FALSE,,,FALSE,,,,,,,,,,,,,,
389350,frame_389350,FALSE,,,FALSE,,,,,,,,,,,,,,
389400,frame_389400,FALSE,,,FALSE,,,,,,,,,,,,,,
389450,frame_389450,FALSE,,,FALSE,,,,,,,,,,,,,,
389500,frame_389500,FALSE,,,FALSE,,,,,,,,,,,,,,
389550,frame_389550,FALSE,,,FALSE,,,,,,,,,,,,,,
389600,frame_389600,FALSE,,,FALSE,,,,,,,,,,,,,,
389650,frame_389650,FALSE,,,FALSE,,,,,,,,,,,,,,
389700,frame_389700,FALSE,,,FALSE,,,,,,,,,,,,,,
389750,frame_389750,FALSE,,,FALSE,,,,,,,,,,,,,,
389800,frame_389800,FALSE,,,FALSE,,,,,,,,,,,,,,
389850,frame_389850,FALSE,,,FALSE,,,,,,,,,,,,,,
389900,frame_389900,FALSE,,,FALSE,,,,,,,,,,,,,,
389950,frame_389950,FALSE,,,FALSE,,,,,,,,,,,,,,
390000,frame_390000,FALSE,,,FALSE,,,,,,,,,,,,,,
390050,frame_390050,FALSE,,,FALSE,,,,,,,,,,,,,,
390100,frame_390100,FALSE,,,FALSE,,,,,,,,,,,,,,
390150,frame_390150,FALSE,,,FALSE,,,,,,,,,,,,,,
390200,frame_390200,FALSE,,,FALSE,,,,,,,,,,,,,,
390250,frame_390250,FALSE,,,FALSE,,,,,,,,,,,,,,
390300,frame_390300,FALSE,,,FALSE,,,,,,,,,,,,,,
390350,frame_390350,FALSE,,,FALSE,,,,,,,,,,,,,,
390400,frame_390400,FALSE,,,FALSE,,,,,,,,,,,,,,
390450,frame_390450,FALSE,,,FALSE,,,,,,,,,,,,,,
390500,frame_390500,FALSE,,,FALSE,,,,,,,,,,,,,,
390550,frame_390550,FALSE,,,FALSE,,,,,,,,,,,,,,
390600,frame_390600,FALSE,,,FALSE,,,,,,,,,,,,,,
390650,frame_390650,FALSE,,,FALSE,,,,,,,,,,,,,,
390700,frame_390700,FALSE,,,FALSE,,,,,,,,,,,,,,
390750,frame_390750,FALSE,,,FALSE,,,,,,,,,,,,,,
390800,frame_390800,FALSE,,,FALSE,,,,,,,,,,,,,,
390850,frame_390850,FALSE,,,FALSE,,,,,,,,,,,,,,
390900,frame_390900,FALSE,,,FALSE,,,,,,,,,,,,,,
390950,frame_390950,FALSE,,,FALSE,,,,,,,,,,,,,,
391000,frame_391000,FALSE,,,FALSE,,,,,,,,,,,,,,
391050,frame_391050,FALSE,,,FALSE,,,,,,,,,,,,,,
391100,frame_391100,FALSE,,,FALSE,,,,,,,,,,,,,,
391150,frame_391150,FALSE,,,FALSE,,,,,,,,,,,,,,
391200,frame_391200,FALSE,,,FALSE,,,,,,,,,,,,,,
391250,frame_391250,FALSE,,,FALSE,,,,,,,,,,,,,,
391300,frame_391300,FALSE,,,FALSE,,,,,,,,,,,,,,
391350,frame_391350,FALSE,,,FALSE,,,,,,,,,,,,,,
391400,frame_391400,FALSE,,,FALSE,,,,,,,,,,,,,,
391450,frame_391450,FALSE,,,FALSE,,,,,,,,,,,,,,
391500,frame_391500,FALSE,,,FALSE,,,,,,,,,,,,,,
391550,frame_391550,FALSE,,,FALSE,,,,,,,,,,,,,,
391600,frame_391600,FALSE,,,FALSE,,,,,,,,,,,,,,
391650,frame_391650,FALSE,,,FALSE,,,,,,,,,,,,,,
391700,frame_391700,FALSE,,,FALSE,,,,,,,,,,,,,,
391750,frame_391750,FALSE,,,FALSE,,,,,,,,,,,,,,
391800,frame_391800,FALSE,,,FALSE,,,,,,,,,,,,,,
391850,frame_391850,FALSE,,,FALSE,,,,,,,,,,,,,,
391900,frame_391900,FALSE,,,FALSE,,,,,,,,,,,,,,
391950,frame_391950,FALSE,,,FALSE,,,,,,,,,,,,,,
392000,frame_392000,FALSE,,,FALSE,,,,,,,,,,,,,,
392050,frame_392050,FALSE,,,FALSE,,,,,,,,,,,,,,
392100,frame_392100,FALSE,,,FALSE,,,,,,,,,,,,,,
392150,frame_392150,FALSE,,,FALSE,,,,,,,,,,,,,,
392200,frame_392200,FALSE,,,FALSE,,,,,,,,,,,,,,
392250,frame_392250,FALSE,,,FALSE,,,,,,,,,,,,,,
392300,frame_392300,FALSE,,,FALSE,,,,,,,,,,,,,,
392350,frame_392350,FALSE,,,FALSE,,,,,,,,,,,,,,
392400,frame_392400,FALSE,,,FALSE,,,,,,,,,,,,,,
392450,frame_392450,FALSE,,,FALSE,,,,,,,,,,,,,,
392500,frame_392500,FALSE,,,FALSE,,,,,,,,,,,,,,
392550,frame_392550,FALSE,,,FALSE,,,,,,,,,,,,,,
392600,frame_392600,FALSE,,,FALSE,,,,,,,,,,,,,,
392650,frame_392650,FALSE,,,FALSE,,,,,,,,,,,,,,
392700,frame_392700,FALSE,,,FALSE,,,,,,,,,,,,,,
392750,frame_392750,FALSE,,,FALSE,,,,,,,,,,,,,,
392800,frame_392800,FALSE,,,FALSE,,,,,,,,,,,,,,
392850,frame_392850,FALSE,,,FALSE,,,,,,,,,,,,,,
392900,frame_392900,FALSE,,,FALSE,,,,,,,,,,,,,,
392950,frame_392950,FALSE,,,FALSE,,,,,,,,,,,,,,
393000,frame_393000,FALSE,,,FALSE,,,,,,,,,,,,,,
393050,frame_393050,FALSE,,,FALSE,,,,,,,,,,,,,,
393100,frame_393100,FALSE,,,FALSE,,,,,,,,,,,,,,
393150,frame_393150,FALSE,,,FALSE,,,,,,,,,,,,,,
