Number,Frame #,isReplay,Camera Angle,Condensed Views,isRace,isRedBull,isToroRosso,isMercedes,isFerrari,isMcLaren,isRenault,isWilliams,isHaas,isRacingPoint,isAlfaRomeo,,,,,
0000202600,frame_202600,FALSE,isPitChangeFrontView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202650,frame_202650,FALSE,isPitChangeFrontView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202700,frame_202700,FALSE,isPitChangeFrontView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202750,frame_202750,FALSE,isPitChangeFrontView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202800,frame_202800,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202850,frame_202850,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202900,frame_202900,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000202950,frame_202950,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203000,frame_203000,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203050,frame_203050,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203100,frame_203100,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203150,frame_203150,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203200,frame_203200,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203250,frame_203250,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203300,frame_203300,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203350,frame_203350,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203400,frame_203400,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203450,frame_203450,FALSE,isPitLaneView,isPitView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203500,frame_203500,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203550,frame_203550,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203600,frame_203600,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203650,frame_203650,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203700,frame_203700,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203750,frame_203750,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203800,frame_203800,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203850,frame_203850,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203900,frame_203900,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000203950,frame_203950,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204000,frame_204000,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204050,frame_204050,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204100,frame_204100,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204150,frame_204150,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204200,frame_204200,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204250,frame_204250,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204300,frame_204300,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204350,frame_204350,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204400,frame_204400,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204450,frame_204450,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204500,frame_204500,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204550,frame_204550,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204600,frame_204600,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204650,frame_204650,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204700,frame_204700,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204750,frame_204750,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204800,frame_204800,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204850,frame_204850,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204900,frame_204900,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000204950,frame_204950,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205000,frame_205000,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205050,frame_205050,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205100,frame_205100,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205150,frame_205150,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205200,frame_205200,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205250,frame_205250,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205300,frame_205300,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205350,frame_205350,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205400,frame_205400,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205450,frame_205450,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205500,frame_205500,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205550,frame_205550,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205600,frame_205600,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205650,frame_205650,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205700,frame_205700,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205750,frame_205750,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205800,frame_205800,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205850,frame_205850,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205900,frame_205900,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000205950,frame_205950,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206000,frame_206000,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206050,frame_206050,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206100,frame_206100,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206150,frame_206150,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206200,frame_206200,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206250,frame_206250,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206300,frame_206300,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206350,frame_206350,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206400,frame_206400,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206450,frame_206450,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206500,frame_206500,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206550,frame_206550,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206600,frame_206600,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206650,frame_206650,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206700,frame_206700,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206750,frame_206750,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206800,frame_206800,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206850,frame_206850,FALSE,isInGroundView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206900,frame_206900,FALSE,isInGroundView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000206950,frame_206950,FALSE,isInGroundView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207000,frame_207000,FALSE,isInGroundView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207050,frame_207050,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207100,frame_207100,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207150,frame_207150,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207200,frame_207200,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207250,frame_207250,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207300,frame_207300,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207350,frame_207350,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207400,frame_207400,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207450,frame_207450,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207500,frame_207500,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207550,frame_207550,FALSE,isTrackSideView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207600,frame_207600,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207650,frame_207650,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207700,frame_207700,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207750,frame_207750,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207800,frame_207800,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207850,frame_207850,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207900,frame_207900,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000207950,frame_207950,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208000,frame_208000,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208050,frame_208050,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208100,frame_208100,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208150,frame_208150,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208200,frame_208200,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208250,frame_208250,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208300,frame_208300,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208350,frame_208350,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208400,frame_208400,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208450,frame_208450,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208500,frame_208500,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208550,frame_208550,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208600,frame_208600,FALSE,isOnCarFrontView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208650,frame_208650,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208700,frame_208700,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208750,frame_208750,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208800,frame_208800,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208850,frame_208850,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208900,frame_208900,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000208950,frame_208950,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209000,frame_209000,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209050,frame_209050,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209100,frame_209100,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209150,frame_209150,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209200,frame_209200,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209250,frame_209250,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209300,frame_209300,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209350,frame_209350,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209400,frame_209400,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209450,frame_209450,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209500,frame_209500,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209550,frame_209550,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209600,frame_209600,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209650,frame_209650,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209700,frame_209700,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209750,frame_209750,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209800,frame_209800,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209850,frame_209850,FALSE,isHelicopterView,isTrackView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209900,frame_209900,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000209950,frame_209950,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000210000,frame_210000,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000210050,frame_210050,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000210100,frame_210100,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000210150,frame_210150,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
0000210200,frame_210200,FALSE,IsOnCarRearView,isDriverView,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
